txt_id,text,dataset
LIPITOR.979,"Swollen and stiff knees and elbows, mental distress, others that I am now only becoming aware of after reading many of these others testimonials. After being on Lipitor for 2 years my knees and elbows were getting increasingly stiff and sore. I'm a painter by trade and largely attributed it to over use of my joints. Repetitive stress syndrome. I went to my doctor, he sent me to an arthritis specialist, I had x-rays. nothing was found. I felt like an old (older) man during this period, I thought I was finished in terms of my trade and the things I enjoy most, like hiking. My prescription of lipitor ran out a few months after these tests were done. I didn't bother refilling it right away and noticed my knees and elbows felt better. I renewed the prescription and no sooner had I started taking it again that I felt the stiff joints return. So I stopped taking it, the stiffness goes away, started again, stiffness returns. After telling my doctor this story, right away he says oh yeah, that's probably right Pardon!? So why didn't you mention that possibility before all the tests? (luckily since I live in Canada, these tests were all covered by our health care system) I didn't make the connection to lipitor earlier because stiff, swollen joints were not listed as one of the side effects. Sore muscles yes, stiff swollen joints, no. I can see the class action suits coming against Pfizer. ",CADEC
LIPITOR.85,"Severe chronic fatigue, muscle weakness, problems with memory, concentration. Severe depression. Cholesterol went down drastically, doctors were thrilled, but I spent a year feeling exhausted and weak, unable to find words or remember names or follow the plot of a movie. All I thought about was where and when I could lie down. I was hardly able to lift things I could easily lift before. Legs would go wobbly after one flight of stairs. Everything was exhausting. Doing the shopping or vacuuming was like climbing Everest. Symptoms stopped within a week of stopping Lipitor. I can't believe I spent a year of my life like that. I will not recommend against Lipitor because some people do fine on it but I wish my Drs. had been more open to the idea that it was causing me problems. The only side effect they asked about was muscle pain, which I didn't have, and I was basically told Lipitor doesn't cause anything else. ",CADEC
LIPITOR.945,"I have had unexplained fatigue (sleeping 11-12 hours a night, and still having no energy all day)since starting Lipitor 2 years ago; my new doctor did a new test and said my SED rate is high- he suspects it is the Lipitor and told me to go off it immediately. I don't know if this is the problem, but after reading this site I will not take a statin drug again. I also have short term memory loss, and an unexplained cough. Sure, it lowers cholesterol, but I am a zombie. ",CADEC
LIPITOR.789,"Memory lapses, hip pains, skin itching sensations all over body,hair loss, depression and anxiety. Docs are into big paybacks from big drug companies. Patients come 2nd!! They think you're nuts when you complain about side effects. Stopping 20mg Lipitor today after 2 years. Will take the risk. ",CADEC
LIPITOR.951,"memory loss, transient amnesia, severe shoulder and knee pain, insomnia, extreme tiredness,hard to get up in the AM and hard to stay awake, crippling back pain, depression, loss of balance. I took Pravachol and Zocor before Lipitor - cardiologist increased dose of Lipitor to 40mg and 80mg. The last 4 years of my life have been a physical and mental nightmare. As soon as stopped Lipitor immediately felt much better but degenerative back disease (MD said was due to aging) is still severe but improving somewhat. Statins destroyed my life, I am certain of. ",CADEC
LIPITOR.52,"developed parkinson's disease. discovered thru 23andme DNA profiling I possess a mutation in a gene, SLCO1B1, that codes a transport protein responsible for moving statins into the liver to be detoxified. Studies have noted patients with greatly incrased plasma statin levels (>134% and AUCs more than 400% ABOVE NORMAL) toxic levels indeed. The neurological damage I have suffered due to toxic levels of lipitor seems to be permanent. Nothing I have tried has reversed the extreme symptoms. in the beginning megadoses of coenzyme Q10 did help; that was 6 yrs ago. the deterioration continues. the slco1b1 mutation IS NOT rare, occurring in 26-34% of caucasian poulation, less in african am, and more in Asian pop. seems many individuals with the mutation(s) develop severe myalgias and myopathies, prompting discontinuance of the statin. for those of us who did not suffer the muscle dmaage, neurodegeneration is what occurs in my opinion. Am aware of 7 other indicviduals who feel they are sufferring same effects as I from a fat soluble statin. ",CADEC
LIPITOR.762,"Nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay. I took 20mg/day for over four years before the totality of the side effects and their likely root cause finally hit me over the head. The adverse effects were insidiously gradual in their development which kept the alarm bells from going off sooner. Like many, I attributed each individual symptom to. ",CADEC
LIPITOR.776,"Eczema on hands and feet, rash on upper left torso, depression. Cholesterol at 312. Stopped taking after 6 days and depression lifted a few days later. Took 2 weeks for eczema outbreak to subside. Started taking an herbal cholesterol formula by Dr Sinatra and eating oatmeal everyday. 8 weeks after stopping lipitor was retested and cholesterol dropped to 255. obviously not from lipitor but from changes in diet and supplements. doc want to try lower dosage but i am hesitant. i'm staying on new diet and supplements for now. retest in 30 days to see how effective. trying to avoid statins at all cost. doc is very insistant, almost as if he's getting a kickback. we'll see. ",CADEC
SOLARAZE.3,"Side effects were minimal, affected areas dryed up and fell off. ",CADEC
LIPITOR.46,"Indigestion, intense heart pain, sore muscles, anxious, restless, lack of sleep. Has anyone had severe chest pain? I have loss the will to do anything. no sleep, emotional, just plain want to give up.  ",CADEC
LIPITOR.986,muscle aches in legs. I tried 10mg a day for 6 days but developed muscle pain in legs. Doctor is now putting me on 10mg once a week to see if I can tolerate that dosage. Thanks to all you guys for a heads-up on what can happen with this drug as it is nice not to be blindsided by the medical community. Thanks again to everybody who posts here!!. ,CADEC
LIPITOR.992,"muscle wasting in the shoulders and arms,nerve problems in shoulder , fatigue and very sensative to the cold. started on 10mg raised to 20. numbers are great with the bloods but symtoms gradually got worse. ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other meds were taken at the same time as the lipitor- ramipril and metoptolol &acid reducers for gout,so anybodies guess?. ",CADEC
LIPITOR.560,"NONE. I BELIEVE THIS DRUG IS AN EXCELLENT ONE. STARTED TAKING IT ABOUT SIX MONTHS AGO WHEN GIVEN TO ME BY MY CARDIOLOGIST. NO IMMEDIATE OR SIDE EFFECTS NOTED SINCE STARTING. HOWEVER, ON MY LIPID BLOOD TEST FOUR MONTHS LATER, WOW WHAT AN IMPROVEMENT. IT NOT ONLY MARKEDLY KNOCKED MY BAD CHOLESTEROL DOWN BUT I WOULD SAY IT WAS A MONUMENTAL ACHIEVEMENT. WHEREAS TOTAL CHOLESTEROL HAD BEEN OVER 200 PREVIOUSLY, NOW IT WAS ONLY 151 AND THE BAD PORTION. I THINK HDL. WAS JUST 54. I AM WELL SATISFIED. I AM AWARE OF SOME COMPLAINTS AND SPECULATION BY OTHERS BUT I AM GOING TO KEEP TAKING IT. ",CADEC
